Unnamed: 0	scene_id	raw_text	characters	affective_prompt	only_speaker	origin_sent	sent_and_prompt	cAGR	labels	personality_description	sent	sentence1	sentence2
21	01_e13_c07(0) 	"[['Chandler Bing', "" Hey, Kicky. What're you doing?""], ['Joey Tribbiani', "" Just trying to get comfortable. I can't sleep in my underwear.""]]"	Joey Tribbiani	First, the emotion of others is joy, Joey respond with neutral, 	 Just trying to get comfortable. I can't sleep in my underwear., ; 	Others :  Hey, Kicky. What're you doing?, Speaker :  Just trying to get comfortable. I can't sleep in my underwear., ; 	Others :  Hey, Kicky. What're you doing?, Speaker :  Just trying to get comfortable. I can't sleep in my underwear., ; First, the emotion of others is joy, Joey respond with neutral, 	True	1	Joey is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.	Others :  Hey, Kicky. What're you doing?, Speaker :  Just trying to get comfortable. I can't sleep in my underwear., ; 	Others :  Hey, Kicky. What're you doing?, Speaker :  Just trying to get comfortable. I can't sleep in my underwear., ; First, the emotion of others is joy, Joey respond with neutral, 	Joey is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.
22	01_e22_c02(0) 	"[['Chandler Bing', "" Well, my secretary is gonna be out for a couple of weeks. She is having one of her boobs redused. (Ross looks at her.) It's a whole big boob story.""], ['Phoebe Buffay', ' I could be a secretary.']]"	Ross Geller	First, the emotion of others is neutral, the emotion of others is joy, 	; 	Others :  Well, my secretary is gonna be out for a couple of weeks. She is having one of her boobs redused. (Ross looks at her.) It's a whole big boob story., Others :  I could be a secretary., ; 	Others :  Well, my secretary is gonna be out for a couple of weeks. She is having one of her boobs redused. (Ross looks at her.) It's a whole big boob story., Others :  I could be a secretary., ; First, the emotion of others is neutral, the emotion of others is joy, 	False	0	Ross is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.	Others :  Well, my secretary is gonna be out for a couple of weeks. She is having one of her boobs redused. (Ross looks at her.) It's a whole big boob story., Others :  I could be a secretary., ; 	Others :  Well, my secretary is gonna be out for a couple of weeks. She is having one of her boobs redused. (Ross looks at her.) It's a whole big boob story., Others :  I could be a secretary., ; First, the emotion of others is neutral, the emotion of others is joy, 	Ross is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.
23	04_e09_c13(0) 	"[['Rachel', ' Oh, hi Mrs. Lynch! Is Joanna in already?'], ['Mrs. Lynch', "" Oh my goodness! You haven't heard!""], ['Rachel', ' Heard what?']]"	Mrs. Lynch	First, the emotion of others is neutral, Mrs. respond with neutral, the emotion of others is anger, 	 Oh my goodness! You haven't heard!, ; 	Others :  Oh, hi Mrs. Lynch! Is Joanna in already?, Speaker :  Oh my goodness! You haven't heard!, Others :  Heard what?, ; 	Others :  Oh, hi Mrs. Lynch! Is Joanna in already?, Speaker :  Oh my goodness! You haven't heard!, Others :  Heard what?, ; First, the emotion of others is neutral, Mrs. respond with neutral, the emotion of others is anger, 	True	1	Mrs. is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.	Others :  Oh, hi Mrs. Lynch! Is Joanna in already?, Speaker :  Oh my goodness! You haven't heard!, Others :  Heard what?, ; 	Others :  Oh, hi Mrs. Lynch! Is Joanna in already?, Speaker :  Oh my goodness! You haven't heard!, Others :  Heard what?, ; First, the emotion of others is neutral, Mrs. respond with neutral, the emotion of others is anger, 	Mrs. is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.
24	03_e01_c10(0) 	[['Janice', ' So, I hear, you hate me!']]	Janice	The emotion of Janice is initially neutral, 	 So, I hear, you hate me!, ; 	Speaker :  So, I hear, you hate me!, ; 	Speaker :  So, I hear, you hate me!, ; The emotion of Janice is initially neutral, 	True	1	Janice is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.	Speaker :  So, I hear, you hate me!, ; 	Speaker :  So, I hear, you hate me!, ; The emotion of Janice is initially neutral, 	Janice is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.
25	03_e08_c06(0) 	"[['Phoebe', "" (running through the door) No! Oh! You're alive! You're alive!""], ['Rachel', "" See Pheebs, I promised you no one would die, didn't I?""], ['Phoebe', "" Yeah, well, we'll see about that. Can I use your phone? I just wanna call everyone I know.""]]"	Ben	First, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is neutral, 	; 	Others :  (running through the door) No! Oh! You're alive! You're alive!, Others :  See Pheebs, I promised you no one would die, didn't I?, Others :  Yeah, well, we'll see about that. Can I use your phone? I just wanna call everyone I know., ; 	Others :  (running through the door) No! Oh! You're alive! You're alive!, Others :  See Pheebs, I promised you no one would die, didn't I?, Others :  Yeah, well, we'll see about that. Can I use your phone? I just wanna call everyone I know., ; First, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is neutral, 	True	1	Ben is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.	Others :  (running through the door) No! Oh! You're alive! You're alive!, Others :  See Pheebs, I promised you no one would die, didn't I?, Others :  Yeah, well, we'll see about that. Can I use your phone? I just wanna call everyone I know., ; 	Others :  (running through the door) No! Oh! You're alive! You're alive!, Others :  See Pheebs, I promised you no one would die, didn't I?, Others :  Yeah, well, we'll see about that. Can I use your phone? I just wanna call everyone I know., ; First, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is neutral, 	Ben is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.
26	01_e13_c10(0) 	"[['Joey Tribbiani', "" Ma! What're you doing here?""], ['Mrs. Tribbiani', ' I came to give you this (Gives him a bag of groceries) and this. (Whacks him round the ear)'], ['Joey Tribbiani', ' Oww! Big ring!']]"	Joey Tribbiani	The emotion of Joey is initially joy, the emotion of others is neutral, Joey respond with neutral, 	 Ma! What're you doing here?,  Oww! Big ring!, ; 	Speaker :  Ma! What're you doing here?, Others :  I came to give you this (Gives him a bag of groceries) and this. (Whacks him round the ear), Speaker :  Oww! Big ring!, ; 	Speaker :  Ma! What're you doing here?, Others :  I came to give you this (Gives him a bag of groceries) and this. (Whacks him round the ear), Speaker :  Oww! Big ring!, ; The emotion of Joey is initially joy, the emotion of others is neutral, Joey respond with neutral, 	False	0	Joey is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.	Speaker :  Ma! What're you doing here?, Others :  I came to give you this (Gives him a bag of groceries) and this. (Whacks him round the ear), Speaker :  Oww! Big ring!, ; 	Speaker :  Ma! What're you doing here?, Others :  I came to give you this (Gives him a bag of groceries) and this. (Whacks him round the ear), Speaker :  Oww! Big ring!, ; The emotion of Joey is initially joy, the emotion of others is neutral, Joey respond with neutral, 	Joey is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.
27	01_e24_c02(0) 	"[['Phoebe Buffay', "" We've got the ground-up flesh of formerly cute cows and turkeys, ew... (hands meat to Monica)""], ['Chandler Bing', ' (in a deep voice) Men are here.'], ['Joey Tribbiani', ' We make fire. Cook meat.'], ['Chandler Bing', ' Then put out fire by peeing, no get invited back.'], ['Monica, Phoebe', ' Ewww!'], ['Monica Geller', "" Oh Joey, Melanie called, said she's gonna be late.""], ['Joey Tribbiani', ' Oh, OK.'], ['Phoebe Buffay', ' So how are things going with you two? Is she becoming your (provocatively) special someone?']]"	Monica Geller	First, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is joy, the emotion of others is neutral, the emotion of others is neutral, Monica respond with joy, the emotion of others is neutral, the emotion of others is neutral, 	 Oh Joey, Melanie called, said she's gonna be late., ; 	Others :  We've got the ground-up flesh of formerly cute cows and turkeys, ew... (hands meat to Monica), Others :  (in a deep voice) Men are here., Others :  We make fire. Cook meat., Others :  Then put out fire by peeing, no get invited back., Others :  Ewww!, Speaker :  Oh Joey, Melanie called, said she's gonna be late., Others :  Oh, OK., Others :  So how are things going with you two? Is she becoming your (provocatively) special someone?, ; 	Others :  We've got the ground-up flesh of formerly cute cows and turkeys, ew... (hands meat to Monica), Others :  (in a deep voice) Men are here., Others :  We make fire. Cook meat., Others :  Then put out fire by peeing, no get invited back., Others :  Ewww!, Speaker :  Oh Joey, Melanie called, said she's gonna be late., Others :  Oh, OK., Others :  So how are things going with you two? Is she becoming your (provocatively) special someone?, ; First, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is joy, the emotion of others is neutral, the emotion of others is neutral, Monica respond with joy, the emotion of others is neutral, the emotion of others is neutral, 	False	0	Monica is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.	Others :  We've got the ground-up flesh of formerly cute cows and turkeys, ew... (hands meat to Monica), Others :  (in a deep voice) Men are here., Others :  We make fire. Cook meat., Others :  Then put out fire by peeing, no get invited back., Others :  Ewww!, Speaker :  Oh Joey, Melanie called, said she's gonna be late., Others :  Oh, OK., Others :  So how are things going with you two? Is she becoming your (provocatively) special someone?, ; 	Others :  We've got the ground-up flesh of formerly cute cows and turkeys, ew... (hands meat to Monica), Others :  (in a deep voice) Men are here., Others :  We make fire. Cook meat., Others :  Then put out fire by peeing, no get invited back., Others :  Ewww!, Speaker :  Oh Joey, Melanie called, said she's gonna be late., Others :  Oh, OK., Others :  So how are things going with you two? Is she becoming your (provocatively) special someone?, ; First, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is joy, the emotion of others is neutral, the emotion of others is neutral, Monica respond with joy, the emotion of others is neutral, the emotion of others is neutral, 	Monica is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.
28	04_e04_c05(0) 	"[['Monica', "" You're gonna do some feet flirtin'!""], ['Phoebe', "" I don't what your talking about. (Laughs nervously and continues to leaqve)""], ['Ross', ' Then how do you explain the toe ring?!']]"	Joey	First, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is neutral, 	; 	Others :  You're gonna do some feet flirtin'!, Others :  I don't what your talking about. (Laughs nervously and continues to leaqve), Others :  Then how do you explain the toe ring?!, ; 	Others :  You're gonna do some feet flirtin'!, Others :  I don't what your talking about. (Laughs nervously and continues to leaqve), Others :  Then how do you explain the toe ring?!, ; First, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is neutral, 	True	1	Joey is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.	Others :  You're gonna do some feet flirtin'!, Others :  I don't what your talking about. (Laughs nervously and continues to leaqve), Others :  Then how do you explain the toe ring?!, ; 	Others :  You're gonna do some feet flirtin'!, Others :  I don't what your talking about. (Laughs nervously and continues to leaqve), Others :  Then how do you explain the toe ring?!, ; First, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is neutral, 	Joey is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.
29	03_e08_c01(0) 	"[['Phoebe', "" No thanks, I have a good one too. I just, I, I can't see him.""]]"	Rachel	First, the emotion of others is neutral, 	; 	Others :  No thanks, I have a good one too. I just, I, I can't see him., ; 	Others :  No thanks, I have a good one too. I just, I, I can't see him., ; First, the emotion of others is neutral, 	True	1	Rachel is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.	Others :  No thanks, I have a good one too. I just, I, I can't see him., ; 	Others :  No thanks, I have a good one too. I just, I, I can't see him., ; First, the emotion of others is neutral, 	Rachel is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.
30	04_e06_c12(0) 	"[['Chandler', "" Hey, how'd it go? How'd she like the gift?""], ['Joey', "" Oh, man, she loved it! She's over there showing Monica and Rachel right now.""], ['Chandler', "" Oh yeah? That's great!""], ['Joey', ' Hey, listen, I gotta tell ya, I feel kinda bad taking credit for this, because man, am I gonna get a lot of credit for this!'], ['Chandler', ' [nodding, with mixed feelings] Aahhuuhhh....'], ['Kathy', ' Hey.'], ['Joey', ' Hey!']]"	Kathy	First, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is joy, the emotion of others is neutral, Kathy respond with neutral, the emotion of others is neutral, 	 Hey., ; 	Others :  Hey, how'd it go? How'd she like the gift?, Others :  Oh, man, she loved it! She's over there showing Monica and Rachel right now., Others :  Oh yeah? That's great!, Others :  Hey, listen, I gotta tell ya, I feel kinda bad taking credit for this, because man, am I gonna get a lot of credit for this!, Others :  [nodding, with mixed feelings] Aahhuuhhh...., Speaker :  Hey., Others :  Hey!, ; 	Others :  Hey, how'd it go? How'd she like the gift?, Others :  Oh, man, she loved it! She's over there showing Monica and Rachel right now., Others :  Oh yeah? That's great!, Others :  Hey, listen, I gotta tell ya, I feel kinda bad taking credit for this, because man, am I gonna get a lot of credit for this!, Others :  [nodding, with mixed feelings] Aahhuuhhh...., Speaker :  Hey., Others :  Hey!, ; First, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is joy, the emotion of others is neutral, Kathy respond with neutral, the emotion of others is neutral, 	False	0	Kathy is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.	Others :  Hey, how'd it go? How'd she like the gift?, Others :  Oh, man, she loved it! She's over there showing Monica and Rachel right now., Others :  Oh yeah? That's great!, Others :  Hey, listen, I gotta tell ya, I feel kinda bad taking credit for this, because man, am I gonna get a lot of credit for this!, Others :  [nodding, with mixed feelings] Aahhuuhhh...., Speaker :  Hey., Others :  Hey!, ; 	Others :  Hey, how'd it go? How'd she like the gift?, Others :  Oh, man, she loved it! She's over there showing Monica and Rachel right now., Others :  Oh yeah? That's great!, Others :  Hey, listen, I gotta tell ya, I feel kinda bad taking credit for this, because man, am I gonna get a lot of credit for this!, Others :  [nodding, with mixed feelings] Aahhuuhhh...., Speaker :  Hey., Others :  Hey!, ; First, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is neutral, the emotion of others is joy, the emotion of others is neutral, Kathy respond with neutral, the emotion of others is neutral, 	Kathy is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.
31	01_e23_c05(0) 	"[['Lydia', "" Mom, we've been through this. No, I'm not calling him. I don't care if it is his kid, the guy's a jerk. No, I'm not alone. Joey's here. (pause) What do you mean, Joey who? (covers the phone, to Joey) Joey who?""], ['Joey Tribbiani', ' Tribbiani.']]"	Lydia	The emotion of Lydia is initially neutral, the emotion of others is neutral, 	 Mom, we've been through this. No, I'm not calling him. I don't care if it is his kid, the guy's a jerk. No, I'm not alone. Joey's here. (pause) What do you mean, Joey who? (covers the phone, to Joey) Joey who?, ; 	Speaker :  Mom, we've been through this. No, I'm not calling him. I don't care if it is his kid, the guy's a jerk. No, I'm not alone. Joey's here. (pause) What do you mean, Joey who? (covers the phone, to Joey) Joey who?, Others :  Tribbiani., ; 	Speaker :  Mom, we've been through this. No, I'm not calling him. I don't care if it is his kid, the guy's a jerk. No, I'm not alone. Joey's here. (pause) What do you mean, Joey who? (covers the phone, to Joey) Joey who?, Others :  Tribbiani., ; The emotion of Lydia is initially neutral, the emotion of others is neutral, 	True	1	Lydia is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.	Speaker :  Mom, we've been through this. No, I'm not calling him. I don't care if it is his kid, the guy's a jerk. No, I'm not alone. Joey's here. (pause) What do you mean, Joey who? (covers the phone, to Joey) Joey who?, Others :  Tribbiani., ; 	Speaker :  Mom, we've been through this. No, I'm not calling him. I don't care if it is his kid, the guy's a jerk. No, I'm not alone. Joey's here. (pause) What do you mean, Joey who? (covers the phone, to Joey) Joey who?, Others :  Tribbiani., ; The emotion of Lydia is initially neutral, the emotion of others is neutral, 	Lydia is friendly, cooperative, empathetic, and compassionate, often prioritizing harmonious relationships and the well-being of others.
